STATE,Pesticide Code,Pesticide Name,Average_Concentration
NY,069,Mevinphos Total,0.039483333333333336
NY,070,Piperonyl butoxide,0.07522097759674135
NY,075,Pyrethrins,0.082
NY,083,O-Phenylphenol,0.3002959090909091
NY,087,DDD (TDE),0.003857142857142857
NY,090,Toxaphene,0.0822
NY,102,Carbaryl,0.08809285714285714
NY,104,Dodine,0.05618888888888889
NY,107,Ethion,0.0035986486486486485
NY,108,Tetradifon,0.01
NY,111,Ethoxyquin,0.18517169811320755
NY,114,Chlorpropham,1.373645403587444
NY,115,Endosulfans Total,0.03415408805031447
NY,124,Coumaphos,0.0019183098591549295
NY,125,Diphenylamine (DPA),0.2836856178257934
NY,126,Folpet,0.12795555555555554
NY,129,Linuron,0.0311472647702407
NY,134,DCPA,0.023924766355140188
NY,143,Heptachlor epoxide,0.005258823529411765
NY,144,Dicloran,0.3238902740937224
NY,147,Tecnazene,0.020566666666666667
NY,149,Simazine,9.110924463519314
NY,151,Trifluralin,0.02626492537313433
NY,153,Bromacil,0.0097
NY,157,Thiabendazole,0.23431940298507462
NY,159,Methomyl,0.12758482252141984
NY,160,Chlorpyrifos,0.019516778025241276
NY,162,Propoxur,0.005
NY,164,Chlorothalonil,0.1477632582322357
NY,165,Phosmet,0.08376118355065196
NY,166,Phosalone,0.059500000000000004
NY,168,Aldicarb sulfone,0.03530769230769231
NY,169,Aldicarb sulfoxide,0.0424025641025641
NY,170,Methamidophos,0.05558378776713338
NY,171,Dimethoate,0.05751326164874552
NY,172,Chlordane trans,0.004352941176470588
NY,173,Chlordane cis,0.004924
NY,175,Ethoprop,0.005025
NY,178,Omethoate,0.028737323943661974
NY,180,Carbofuran,0.3636666666666667
NY,181,Metribuzin,0.16427272727272726
NY,189,Phorate sulfone,0.028000000000000004
NY,190,Phorate sulfoxide,0.036588888888888886
NY,192,Benomyl,0.3254982456140351
NY,195,Methiocarb,0.027
NY,197,Methidathion,0.008468085106382979
NY,200,EPTC,0.09143333333333335
NY,203,Phosphamidon,0.009714285714285715
NY,204,Acephate,0.17511451077943616
NY,206,Nonachlor trans,0.002725
NY,207,Nonachlor cis,0.0017000000000000001
NY,208,Malathion oxygen analog,0.0037255102040816323
NY,216,Disulfoton sulfone,0.007766666666666667
NY,217,DEF (Tribufos),0.003
NY,219,Oxydemeton methyl,0.01841
NY,222,Permethrin cis,0.320886328125
NY,223,Permethrin trans,0.33586161616161614
NY,224,Profenofos,0.008683333333333333
NY,226,Demeton-S sulfone,1.9450967741935485
NY,227,Alachlor,16.3
NY,228,Cyanazine,1.3
NY,230,Pendimethalin,0.005905555555555556
NY,231,Iprodione metabolite isomer,0.2992577319587629
NY,232,Cycloate,0.001
NY,235,Chlorpyrifos methyl,0.02199206349206349
NY,236,Fenamiphos,0.0035
NY,237,Phosmet oxygen analog,0.010591428571428573
NY,239,Bensulide,0.0242
NY,245,Oxydemeton methyl sulfone,0.03645
NY,249,Prometryn,0.019483673469387754
NY,253,"Dicofol o,p'",0.04061159420289855
NY,254,"Dicofol p,p'",0.14746301369863016
NY,255,Cyromazine,0.03707087912087912
NY,264,Propiconazole,0.06605565912117177
NY,271,Fenarimol,0.048609090909090914
NY,272,"2,6-dichlorobenzamide",0.074
NY,275,"Methoxychlor p,p'",0.011275
NY,283,Metolachlor,18.048017736486486
NY,297,Fluvalinate,0.0019076923076923077
NY,300,DDE,0.010830275229357799
NY,303,Naled,0.012
NY,304,Quintozene (PCNB),0.5371216216216216
NY,305,Atrazine,53.77079468085106
NY,318,MCPA,11.988
NY,321,Hexachlorobenzene (HCB),0.00036250000000000003
NY,329,Picloram,52.8
NY,330,Diphenamid,0.03
NY,333,Propazine,0.7
NY,338,Dichlorvos (DDVP),0.061765714285714285
NY,349,Oxychlordane,0.004333333333333334
NY,351,Pentachloroaniline (PCA),0.008016666666666667
NY,370,Parathion oxygen analog,0.025
NY,382,1-Naphthol,0.22319999999999998
NY,387,Pentachlorobenzene (PCB),0.008986666666666667
NY,388,Pentachlorophenyl methyl sulfide,0.010324999999999999
NY,395,Diazinon oxygen analog,0.060000000000000005
NY,512,3-Hydroxycarbofuran,0.08835555555555556
NY,529,Vinclozolin,0.13397417218543045
NY,536,Triazophos,0.004399999999999999
NY,537,Oxamyl,0.04658675496688742
NY,539,Permethrin Total,1.0903336194563662
NY,540,Pronamide,0.004538235294117647
NY,546,Fenvalerate,0.032628971962616826
NY,556,Resmethrin,0.03547826086956522
NY,562,Pirimiphos methyl,0.0042833333333333334
NY,578,Mevinphos Z,0.012
NY,579,Mevinphos E,0.01
NY,580,Pirimicarb,0.04178
NY,593,Procymidone,0.064225
NY,594,Napropamide,0.00455
NY,596,Norflurazon,0.008
NY,597,Cypermethrin,0.3550231404958678
NY,604,Imazalil,0.0840386402266289
NY,607,Metalaxyl/Mefenoxam,0.030729652351738242
NY,608,Triadimefon,0.013127272727272727
NY,611,Thiophanate methyl,0.03382926829268293
NY,612,Deltamethrin  (includes parent Tralomethrin),0.03984895104895105
NY,623,Propargite,0.34496529680365295
NY,624,Tetrahydrophthalimide (THPI),0.1957165137614679
NY,626,Iprodione,0.7270059190031153
NY,633,Hexazinone,2.9
NY,638,Triadimenol,0.08607241379310344
NY,639,Fenbutatin oxide,0.12460249999999999
NY,649,Tolylfluanid,0.0151
NY,651,Diflubenzuron,0.015290000000000002
NY,658,Bendiocarb,0.017
NY,666,Carbendazim (MBC),0.045594672754946726
NY,675,Propachlor,0.002
NY,679,Myclobutanil,0.04152538523925385
NY,699,Clofentezine,0.013377777777777778
NY,713,Oxyfluorfen,0.0025055555555555556
NY,714,Esfenvalerate,0.028491111111111113
NY,719,Clomazone,0.0052499999999999995
NY,720,Norflurazon desmethyl,0.00808
NY,721,Ethalfluralin,0.0037
NY,723,Formetanate hydrochloride,0.07705605095541401
NY,726,Thiobencarb,0.008
NY,730,Ethephon,0.3901960784313725
NY,736,Fluridone,0.0017857142857142859
NY,740,Bensulide oxygen analog,0.0035833333333333338
NY,745,Fenamiphos sulfone,0.03115
NY,746,Fenamiphos sulfoxide,0.03702222222222222
NY,758,Bentazon,5.0027800000000004
NY,769,Azinphos methyl oxygen analog,0.0025
NY,780,Tebuthiuron,1.9498
NY,781,Cyfluthrin,0.1640749244712991
NY,784,Desethyl-desisopropyl atrazine,40.84285714285714
NY,785,Desisopropyl atrazine,25.652170588235293
NY,786,Desmedipham,0.092
NY,791,Phenmedipham,0.10232000000000001
NY,804,Tricyclazole,0.1199777777777778
NY,807,Acetochlor,0.0087
NY,808,Fenpropathrin,0.12854610778443115
NY,833,Prochloraz,0.01405
NY,855,Isoprothiolane,0.03454444444444445
NY,856,Fenobucarb (BPMC),0.0047
NY,867,Iprobenfos  (IBP),0.0014
NY,877,Cymoxanil,0.034624999999999996
NY,886,Fenpropimorph,0.006440740740740741
NY,900,Endosulfan I,0.022949388753056237
NY,901,Endosulfan II,0.02151941031941032
NY,902,Endosulfan sulfate,0.02955394515948517
NY,903,BHC alpha,0.00155
NY,904,BHC beta,0.008366666666666666
NY,906,"DDT p,p'",0.0040343915343915345
NY,907,"DDT o,p'",0.0028347222222222224
NY,908,"DDD p,p'",0.005485714285714286
NY,909,"DDD o,p'",0.002421875
NY,910,"DDE p,p'",0.00693351610692255
NY,911,"DDE o,p'",0.005
NY,930,Bifenthrin,0.03764071661237785
NY,942,Prometon,2.7906754237288136
NY,945,Ethofumesate,0.025
NY,948,Abamectin,0.037333333333333336
NY,954,Hexaconazole,0.0051
NY,963,Terbufos sulfone,0.005666666666666667
NY,964,Desethyl atrazine,61.28105582524272
NY,966,Phorate oxygen analog sulfone,0.005
NY,967,Imidacloprid,0.06479589500139625
NY,A22,Cyproconazole,0.01105
NY,A30,Fenbuconazole,0.06307259475218659
NY,A39,Lambda cyhalothrin total,0.10872222222222222
NY,A42,Mecoprop (MCPP),1.26
NY,A46,Oxadixyl,0.0295
NY,A47,Oxamyl oxime,0.0844993399339934
NY,A54,RH 9129 (fenbuconazole metab.),0.015
NY,A58,Tebuconazole,0.10234313280363223
NY,A61,Triflumizole,0.049417307692307684
NY,A66,Vinclozolin metabolite E,0.012333333333333333
NY,A68,"1,2,4-Triazole",0.005
NY,A82,Fipronil,0.5062090909090909
NY,AAA,Doramectin,0.005
NY,AAD,SD-31723,0.041
NY,AAE,SD-33608,0.01966666666666667
NY,AAF,Lambda cyhalothrin R ester,0.017
NY,AAG,Lambda cyhalothrin S ester,0.03625
NY,AAU,Flumetsulam,9.9975
NY,ABB,Spinosad,0.0232006711409396
NY,ABC,Spinosad A,0.04450816326530612
NY,ABD,Spinosad D,0.0317112676056338
NY,ABF,Pymetrozine,0.017715384615384615
NY,ABG,Tebufenozide,0.031243037974683543
NY,ABN,Acetochlor ethanesulfonic acid (ESA),12.51029411764706
NY,ABO,Acetochlor oxanilic acid (OA),11.86271186440678
NY,ABP,Alachlor ethanesulfonic acid (ESA),152.90747465437786
NY,ABQ,Alachlor oxanilic acid (OA),134.13217910447761
NY,ACB,Imazapyr,1.549
NY,ACG,Metolachlor ethanesulfonic acid (ESA),227.2752975517891
NY,ACH,Metolachlor oxanilic acid (OA),117.50077909738718
NY,ACV,Methoprene,0.17
NY,ADC,Prallethrin,0.08903846153846154
NY,ADD,Dimethenamid,0.0017
NY,ADE,Esfenvalerate+Fenvalerate Total,0.04439306358381503
NY,ADG,Indoxacarb,0.11188372093023256
NY,ADI,Etofenprox,0.06482500000000001
NY,ADW,Triazole alanine (TA),0.04712781954887218
NY,ADX,Triazole acetic acid (TAA),0.026915384615384615
NY,AEC,Hydroprene,0.0218
NY,AED,Hydroxy atrazine,11.317714285714287
NY,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.03827591706539075
NY,AEM,"Cyhalothrin, Lambda",0.021406866952789698
NY,AEN,"Cyhalothrin, Lambda epimer R157836",0.01675
NY,AEP,Clothianidin,0.024239673105497773
NY,AER,Clethodim,0.0038
NY,AES,Methoxyfenozide,0.10017706953642384
NY,AEW,Famoxadone,0.28602916666666667
NY,AEY,Dimethenamid oxanilic acid (OA),1.05
NY,AFC,Heptachlor epoxide cis,0.007
NY,AFF,Flumioxazin,0.0051
NY,AFM,Flutriafol,0.049947863247863246
NY,AFO,Dinotefuran,0.03642254901960784
NY,AFS,Fenpyroximate,0.023110714285714287
NY,AFU,Propamocarb hydrochloride,0.31716453333333333
NY,AFW,Spiromesifen Total (parent + enol metabolite),0.04338
NY,AFX,Novaluron,0.04908219696969697
NY,AFZ,"2,6-DIPN",0.1052
NY,AGA,Cyazofamid,0.4302611111111111
NY,AGG,Flonicamid,0.14756231155778893
NY,AGH,Emamectin benzoate,0.0076
NY,AGJ,Fluoxastrobin,0.0081
NY,AGR,"2,4-dimethylphenyl formamide (2,4-DMPF)",0.013689473684210526
NY,AGT,Spiromesifen,0.047003076923076925
NY,AGW,Chlorantraniliprole,0.10035314748201439
NY,AGX,Mandipropamid,0.6940171875
NY,AGY,Spinetoram,0.029289301310043668
NY,AHF,Imidacloprid urea,0.004370833333333333
NY,AHM,Spirotetramat,0.022739100346020762
NY,AHS,Flubendiamide,0.0858625730994152
NY,AHT,Fluopicolide,0.14475346756152127
NY,AHX,Metconazole,0.05500000000000001
NY,AJJ,Uniconazole,0.0033
NY,AJQ,Sethoxydim sulfone,0.0521
NY,AJR,Sethoxydim sulfoxide,0.1072
NY,AJY,Spiroxamine,0.006838461538461538
NY,AJZ,Tebufenpyrad,0.0065
NY,AKC,Ametoctradin,1.383885096153846
NY,AKD,Penthiopyrad,0.13231866666666667
NY,AKG,Fluopyram,0.02560846153846154
NY,AKS,Acequinocyl,0.25429411764705884
NY,AKU,Cyflufenamid,0.01164025974025974
NY,AKW,Fluxapyroxad,0.05079069767441861
NY,AKX,Isopyrazam,0.0055
NY,ALG,Thymol,0.06566666666666666
NY,ALS,Sulfoxaflor,0.04064923076923077
NY,ALV,Spiromesifen alcohol,0.032109756097560976
NY,AMB,Cyantraniliprole,0.33535833333333337
NY,AMC,Cyflumetofen,0.048769230769230766
NY,AMF,Fenpropidin,0.0053
NY,AMG,Fenpyrazamine,0.01795
NY,ANC,Tolfenpyrad,0.20149285714285714
NY,AND,Propamocarb,0.08865
NY,ANE,Flupyradifurone,0.10265810276679842
NY,ANF,Metrafenone,0.035858426966292135
NY,ANG,Asulam,0.0058
NY,ANH,Isofetamid,0.079775
NY,AOG,Imidacloprid desnitro,0.0035578947368421054
NY,AOK,Imidacloprid olefin,0.00432
NY,B07,Metaldehyde,0.18
NY,B10,Hexythiazox,0.02787737226277372
NY,B13,Chlorfenapyr,0.03754444444444444
NY,B16,Pyrimethanil,0.43933341836734696
NY,B19,4-Hydroxydiphenylamine,0.185734375
NY,B22,Cyprodinil,0.12684480088495576
NY,B23,Fludioxonil,0.40855508213552366
NY,B24,Pyriproxyfen,0.012555555555555556
NY,B28,5-Hydroxythiabendazole,0.011107272727272728
NY,B32,Forchlorfenuron,0.0097
NY,B41,Fenhexamid,0.17389055118110236
NY,B42,Kresoxim-methyl,0.01173939393939394
NY,B43,Thiamethoxam,0.01757459252157239
NY,B44,Zoxamide,0.011887499999999999
NY,B46,Clopyralid,0.14675
NY,B48,Azoxystrobin,0.12129044670499779
NY,B52,Buprofezin,0.021243073047858944
NY,B53,Epoxiconazole,0.0018
NY,B54,Fluazinam,0.017
NY,B56,Pyridaben,0.018724074074074077
NY,B57,Quinoxyfen,0.014226071428571428
NY,B58,Difenoconazole,0.04248580060422961
NY,B61,Pyraclostrobin,0.09025307506053269
NY,B63,Flutolanil,0.007265517241379311
NY,B64,Fenamidone,0.3616902127659575
NY,B68,Thiacloprid,0.02054301886792453
NY,B72,Tetraconazole,0.019438383838383838
NY,B73,Fenazaquin,0.01915
NY,B75,Boscalid,0.10302189526184538
NY,B77,Dimethomorph,0.29564472934472935
NY,B79,Trifloxystrobin,0.020264981273408242
NY,B80,Acetamiprid,0.0380711255156158
NY,B82,Bifenazate,0.07938733333333332
NY,B84,Etoxazole,0.010284472049689441
NY,B85,Spirodiclofen,0.03160318181818182
NY,C90,Ethaboxam,0.02592
NY,F00,Prothioconazole desthio,0.0019
NY,F08,Pyrifluquinazon,0.0053
NY,F12,Pyriofenone,0.029555555555555557
NY,F40,Cyclaniliprole,0.03865
NY,F53,Benzovindiflupyr,0.003876470588235294
NY,F56,Oxathiapiprolin,0.0026999999999999997
NY,F87,Afidopyropen ,0.002625
NY,G03,Pydiflumetofen,0.0191484375
OH,002,Allethrin,0.018000000000000002
OH,011,Captan,0.673492789968652
OH,014,Chlordanes Total,0.045025
OH,022,DDT,0.015222222222222224
OH,024,Diazinon,0.015465142857142856
OH,026,"2,4-D",42.82284691358025
OH,028,Dieldrin,0.012702682926829268
OH,031,Dinoseb,1.6485714285714286
OH,032,Diuron,20.939221875
OH,033,Anilazine,0.199
OH,034,Endrin,0.0048000000000000004
OH,042,Azinphos methyl,0.07896284953395473
OH,047,Dicofol Total,0.18699999999999997
OH,050,Lindane (BHC gamma),0.0087
OH,052,Malathion,0.027816473317865426
OH,055,Methoxychlor Total,0.13042424242424244
OH,057,Parathion methyl,0.03166133333333333
OH,058,MGK-264,0.023497499999999998
OH,065,Parathion ethyl,0.012666666666666666
OH,069,Mevinphos Total,0.05888888888888889
OH,070,Piperonyl butoxide,0.06704537037037037
OH,075,Pyrethrins,0.0185
OH,083,O-Phenylphenol,0.1118077720207254
OH,090,Toxaphene,0.10560000000000001
OH,102,Carbaryl,0.13586109550561798
OH,104,Dodine,0.0479
OH,107,Ethion,0.07863636363636363
OH,111,Ethoxyquin,0.1576081081081081
OH,114,Chlorpropham,1.5560526799387442
OH,115,Endosulfans Total,0.05900649350649351
OH,117,Disulfoton,0.005
OH,124,Coumaphos,0.0019090909090909091
OH,125,Diphenylamine (DPA),0.26604610655737704
OH,126,Folpet,0.07157142857142858
OH,129,Linuron,0.128746783625731
OH,134,DCPA,0.01152791461412151
OH,143,Heptachlor epoxide,0.01386521739130435
OH,144,Dicloran,0.31254032697547685
OH,149,Simazine,81.6003427251732
OH,151,Trifluralin,0.026265773809523812
OH,153,Bromacil,10.468545454545454
OH,157,Thiabendazole,0.2807681518151815
OH,159,Methomyl,0.11724870259481038
OH,160,Chlorpyrifos,0.022257530120481928
OH,162,Propoxur,0.004
OH,163,Fonofos,0.0075
OH,164,Chlorothalonil,0.10262280701754385
OH,165,Phosmet,0.0836434628975265
OH,167,Aldicarb,0.034
OH,168,Aldicarb sulfone,0.021272727272727273
OH,169,Aldicarb sulfoxide,0.03103125
OH,170,Methamidophos,0.06345614657210402
OH,171,Dimethoate,0.1391704433497537
OH,172,Chlordane trans,0.004692857142857144
OH,173,Chlordane cis,0.004496875
OH,175,Ethoprop,0.004083333333333334
OH,176,Tetrachlorvinphos,0.0003
OH,177,Fenthion,0.0125
OH,178,Omethoate,0.042375757575757574
OH,180,Carbofuran,0.1465823529411765
OH,181,Metribuzin,26.63042105263158
OH,185,Metribuzin DA,13.95
OH,189,Phorate sulfone,0.011888888888888888
OH,190,Phorate sulfoxide,0.013528571428571428
OH,192,Benomyl,0.35806666666666664
OH,195,Methiocarb,0.03705
OH,197,Methidathion,0.0074444444444444445
OH,200,EPTC,0.0017
OH,203,Phosphamidon,0.011850000000000001
OH,204,Acephate,0.18741119402985074
OH,208,Malathion oxygen analog,0.0034694444444444443
OH,209,Dicrotophos,0.0027
OH,216,Disulfoton sulfone,3.4074999999999998
OH,217,DEF (Tribufos),0.0014
OH,219,Oxydemeton methyl,0.015333333333333334
OH,222,Permethrin cis,0.29430901408450705
OH,223,Permethrin trans,0.2991913352272727
OH,224,Profenofos,0.01953
OH,226,Demeton-S sulfone,0.02
OH,227,Alachlor,34.1
OH,228,Cyanazine,5.688888888888889
OH,230,Pendimethalin,0.0071224999999999995
OH,231,Iprodione metabolite isomer,0.24586923076923078
OH,232,Cycloate,0.0089
OH,235,Chlorpyrifos methyl,0.017783783783783785
OH,237,Phosmet oxygen analog,0.04792
OH,239,Bensulide,0.0109
OH,245,Oxydemeton methyl sulfone,0.040883333333333334
OH,249,Prometryn,0.20091764705882356
OH,253,"Dicofol o,p'",0.04436538461538461
OH,254,"Dicofol p,p'",0.11402307692307692
OH,255,Cyromazine,0.04502480620155039
OH,264,Propiconazole,0.15812415458937198
OH,271,Fenarimol,0.05883333333333333
OH,275,"Methoxychlor p,p'",0.0125
OH,276,Methoxychlor olefin,0.002
OH,283,Metolachlor,38.80334092827004
OH,297,Fluvalinate,0.0035499999999999998
OH,300,DDE,0.01981651376146789
OH,304,Quintozene (PCNB),0.007064583333333333
OH,305,Atrazine,388.4776537864078
OH,318,MCPA,1.3
OH,321,Hexachlorobenzene (HCB),0.00025833333333333334
OH,329,Picloram,37.0
OH,333,Propazine,10.411395833333334
OH,338,Dichlorvos (DDVP),0.057070967741935485
OH,349,Oxychlordane,0.0058
OH,351,Pentachloroaniline (PCA),0.0052878048780487805
OH,382,1-Naphthol,0.19968333333333332
OH,387,Pentachlorobenzene (PCB),0.0075
OH,388,Pentachlorophenyl methyl sulfide,0.003875
OH,395,Diazinon oxygen analog,0.005
OH,512,3-Hydroxycarbofuran,0.044284615384615394
OH,529,Vinclozolin,0.13477142857142857
OH,536,Triazophos,0.0068000000000000005
OH,537,Oxamyl,0.058773431734317344
OH,539,Permethrin Total,1.4361921276595746
OH,540,Pronamide,0.0057
OH,546,Fenvalerate,0.02485365853658537
OH,556,Resmethrin,0.0316
OH,562,Pirimiphos methyl,0.005
OH,580,Pirimicarb,0.24
OH,593,Procymidone,0.0955
OH,594,Napropamide,0.006
OH,597,Cypermethrin,0.40842097130242827
OH,604,Imazalil,0.09213041860465117
OH,607,Metalaxyl/Mefenoxam,0.2585894837476099
OH,608,Triadimefon,0.15773333333333334
OH,611,Thiophanate methyl,0.03765714285714286
OH,612,Deltamethrin  (includes parent Tralomethrin),0.014697619047619046
OH,623,Propargite,0.3719136645962733
OH,624,Tetrahydrophthalimide (THPI),0.198679296875
OH,626,Iprodione,0.6108531410916581
OH,638,Triadimenol,0.05655714285714286
OH,639,Fenbutatin oxide,0.13460930232558138
OH,651,Diflubenzuron,0.08328615384615384
OH,658,Bendiocarb,0.017
OH,666,Carbendazim (MBC),0.030915741935483874
OH,675,Propachlor,1.07
OH,679,Myclobutanil,0.18153232323232324
OH,713,Oxyfluorfen,0.00334
OH,714,Esfenvalerate,0.030619999999999998
OH,717,Chlorimuron ethyl,24.293162393162394
OH,720,Norflurazon desmethyl,0.013175000000000001
OH,722,Etridiazole,0.011
OH,723,Formetanate hydrochloride,0.07260185185185185
OH,730,Ethephon,0.16285714285714284
OH,731,Triclopyr,25.136477987421383
OH,736,Fluridone,0.0017
OH,737,Oryzalin,0.0167
OH,740,Bensulide oxygen analog,0.013
OH,745,Fenamiphos sulfone,0.0094
OH,746,Fenamiphos sulfoxide,0.014780000000000001
OH,758,Bentazon,6.679455445544554
OH,769,Azinphos methyl oxygen analog,0.01
OH,779,Parathion methyl oxygen analog,0.01
OH,780,Tebuthiuron,3.0929976019184653
OH,781,Cyfluthrin,0.19918279569892475
OH,784,Desethyl-desisopropyl atrazine,45.2
OH,785,Desisopropyl atrazine,86.04014452214453
OH,804,Tricyclazole,0.042
OH,807,Acetochlor,40.006804807692305
OH,808,Fenpropathrin,0.13289380530973452
OH,850,Bitertanol,0.016
OH,855,Isoprothiolane,0.05184
OH,877,Cymoxanil,0.1
OH,886,Fenpropimorph,0.005855172413793104
OH,900,Endosulfan I,0.025653069306930693
OH,901,Endosulfan II,0.023304474708171208
OH,902,Endosulfan sulfate,0.03867962771458118
OH,903,BHC alpha,0.005871428571428571
OH,904,BHC beta,0.0060999999999999995
OH,905,BHC delta,0.0046
OH,906,"DDT p,p'",0.004252325581395349
OH,907,"DDT o,p'",0.0020944444444444443
OH,908,"DDD p,p'",0.00553103448275862
OH,909,"DDD o,p'",0.0023611111111111107
OH,910,"DDE p,p'",0.00788862837045721
OH,911,"DDE o,p'",0.0022
OH,930,Bifenthrin,0.04417103250478011
OH,942,Prometon,10.477387387387386
OH,945,Ethofumesate,0.025
OH,948,Abamectin,0.027
OH,950,Flusilazole,0.003
OH,954,Hexaconazole,0.005
OH,956,Penconazole,0.0067
OH,963,Terbufos sulfone,0.002
OH,964,Desethyl atrazine,173.7906464208243
OH,966,Phorate oxygen analog sulfone,0.005
OH,967,Imidacloprid,0.09242565913370998
OH,A22,Cyproconazole,1.35345
OH,A25,Dichlorprop,4.333333333333333
OH,A30,Fenbuconazole,0.08426444444444443
OH,A39,Lambda cyhalothrin total,0.006999999999999999
OH,A42,Mecoprop (MCPP),20.433333333333334
OH,A46,Oxadixyl,0.079
OH,A47,Oxamyl oxime,0.09218717948717949
OH,A54,RH 9129 (fenbuconazole metab.),0.015
OH,A58,Tebuconazole,0.08828637236084452
OH,A61,Triflumizole,0.02730632911392405
OH,A68,"1,2,4-Triazole",0.065
OH,A82,Fipronil,0.00345
OH,A84,Fipronil sulfone (MB46136),0.003
OH,AAF,Lambda cyhalothrin R ester,0.017
OH,AAG,Lambda cyhalothrin S ester,0.009
OH,AAU,Flumetsulam,10.61111111111111
OH,AAX,Ethion mono oxon,0.007
OH,ABB,Spinosad,0.02991146496815287
OH,ABC,Spinosad A,0.04086086956521739
OH,ABD,Spinosad D,0.020322058823529412
OH,ABF,Pymetrozine,0.021476923076923077
OH,ABG,Tebufenozide,0.05164705882352941
OH,ABN,Acetochlor ethanesulfonic acid (ESA),396.17434873949577
OH,ABO,Acetochlor oxanilic acid (OA),407.00264900662256
OH,ABP,Alachlor ethanesulfonic acid (ESA),86.7021746031746
OH,ABQ,Alachlor oxanilic acid (OA),68.85180808080808
OH,ABR,Bensulfuron methyl,2.0
OH,ACA,Imazamox,17.0
OH,ACB,Imazapyr,3.790798319327731
OH,ACC,Imazaquin,11.616829268292681
OH,ACD,Imazethapyr,7.3040837696335075
OH,ACG,Metolachlor ethanesulfonic acid (ESA),359.17395130434784
OH,ACH,Metolachlor oxanilic acid (OA),219.6121762523191
OH,ACI,Metsulfuron methyl,4.375
OH,ACM,Nicosulfuron,13.758888888888889
OH,ACP,Sulfometuron methyl,8.440000000000001
OH,ACT,Siduron,14.0
OH,ACV,Methoprene,0.036
OH,ACZ,Imazapic,4.405555555555555
OH,ADC,Prallethrin,0.0635
OH,ADD,Dimethenamid,8.070909090909092
OH,ADE,Esfenvalerate+Fenvalerate Total,0.03706237623762376
OH,ADG,Indoxacarb,0.12180909090909092
OH,ADI,Etofenprox,0.055766666666666666
OH,ADK,Imiprothrin,0.13855
OH,ADW,Triazole alanine (TA),0.041145238095238096
OH,ADX,Triazole acetic acid (TAA),6.4540733333333336
OH,AEB,Dimethenamid/Dimethenamid P,8.734939759036145
OH,AED,Hydroxy atrazine,165.51514522821577
OH,AEH,Halosulfuron methyl,5.5
OH,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.027140575916230366
OH,AEM,"Cyhalothrin, Lambda",0.010213483146067416
OH,AEP,Clothianidin,0.03338122605363985
OH,AES,Methoxyfenozide,0.09988619402985074
OH,AEW,Famoxadone,0.37882264150943395
OH,AEY,Dimethenamid oxanilic acid (OA),21.401153846153846
OH,AEZ,Flufenacet oxanilic acid (OA),6.58556338028169
OH,AFA,Propachlor oxanilic acid (OA),5.0
OH,AFB,Dimethenamid ethanesulfonic acid (ESA),7.7355
OH,AFC,Heptachlor epoxide cis,0.0067
OH,AFM,Flutriafol,0.017112711864406778
OH,AFO,Dinotefuran,0.04228059701492538
OH,AFS,Fenpyroximate,0.023862019230769232
OH,AFU,Propamocarb hydrochloride,0.2872812785388128
OH,AFW,Spiromesifen Total (parent + enol metabolite),0.031166666666666665
OH,AFX,Novaluron,0.03734468085106383
OH,AFZ,"2,6-DIPN",0.30833333333333335
OH,AGA,Cyazofamid,0.8276543478260869
OH,AGG,Flonicamid,0.16885434083601286
OH,AGH,Emamectin benzoate,0.02415
OH,AGJ,Fluoxastrobin,0.0114375
OH,AGR,"2,4-dimethylphenyl formamide (2,4-DMPF)",0.011758064516129032
OH,AGT,Spiromesifen,0.04636666666666667
OH,AGW,Chlorantraniliprole,0.10037411764705882
OH,AGX,Mandipropamid,0.629248046875
OH,AGY,Spinetoram,0.029367148014440434
OH,AHF,Imidacloprid urea,0.00708
OH,AHM,Spirotetramat,0.020996842105263158
OH,AHS,Flubendiamide,0.032526016260162605
OH,AHT,Fluopicolide,0.2459469483568075
OH,AHW,Disulfoton sulfoxide oxygen analog,0.0017
OH,AHZ,Saflufenacil,5.175000000000001
OH,AJO,Clethodim sulfoxide,0.04
OH,AJQ,Sethoxydim sulfone,0.025
OH,AJR,Sethoxydim sulfoxide,0.058633333333333336
OH,AJY,Spiroxamine,0.00246
OH,AKC,Ametoctradin,0.8562865384615385
OH,AKD,Penthiopyrad,0.17576176470588237
OH,AKG,Fluopyram,0.03269941690962099
OH,AKS,Acequinocyl,0.38499999999999995
OH,AKU,Cyflufenamid,0.011544680851063829
OH,AKW,Fluxapyroxad,0.08267441860465118
OH,ALG,Thymol,0.0758
OH,ALS,Sulfoxaflor,0.0343
OH,ALT,Terbufos sulfoxide,0.027
OH,ALV,Spiromesifen alcohol,0.0186
OH,AMB,Cyantraniliprole,0.18953703703703703
OH,AMC,Cyflumetofen,0.053584848484848485
OH,AMG,Fenpyrazamine,0.0021
OH,ANC,Tolfenpyrad,0.05471911764705882
OH,AND,Propamocarb,0.10930757575757576
OH,ANE,Flupyradifurone,0.12094892086330936
OH,ANF,Metrafenone,0.028178125000000002
OH,ANH,Isofetamid,0.0423
OH,AOG,Imidacloprid desnitro,0.003421951219512195
OH,AOK,Imidacloprid olefin,0.004
OH,B07,Metaldehyde,0.1065
OH,B10,Hexythiazox,0.02762278481012658
