Town,State/Province,County
chestertown,MD,Kent
edisto beach,GA,Charleston
spinnerstown,PA,Bucks
paducah,KY,McCracken
liberty,TX,Liberty
amana,IA,Iowa
nanuet,NY,Rockland
harrisville,MI,Alcona
leesburg,GA,Lee
cherokee,OK,Alfalfa
mer rouge,LA,Morehouse
durant,OK,Bryan
destin,FL,Okaloosa
anderson,SC,Anderson
eufaula,AL,Barbour
schroon lake,NY,Essex
rumson,NJ,Monmouth
kellogg,MN,Wabasha
dover,FL,Hillsborough
piedmont,SC,Greenville
hudson,WI,St. Croix
tinley park,IL,Cook
magnolia,TX,Montgomery
oakland,NJ,Bergen
pleasantville,NY,Westchester
louisburg,NC,Franklin
"swall meadows, bishop",CA,Inyo
prescott,AZ,Yavapai
ludlow,MA,Hampden
oswego,IL,Kendall
brewster,MA,Barnstable
cincinnati,OH,Hamilton
rankin,TX,Upton
ruckersville,VA,NULL
west blocton,AL,Bibb
dearing,GA,McDuffie
ship bottom,NJ,Ocean
"manassas, va",VA,Prince William
beaver,WV,RALEIGH
"grand rapids, mn",MN,Itasca
tifton,GA,Tift
decatur,GA,DeKalb
howell,MI,Livingston
wayne,MI,Wayne
highlands,NJ,Monmouth
tomball,TX,Harris
wakefield,RI,Washington
s. phoenix,AZ,Maricopa
swan point,MD,Charles
blue ash,OH,Hamilton
warrington,PA,Bucks
charlestown,RI,Washington
point lookout,NY,NULL
woodbridge,CT,New Haven
davidsonville,MD,Anne Arundel
beech grove,IN,Marion
burbank,IL,Cook
rocksprings,TX,Edwards
marshall,MN,Lyon
basking ridge,NJ,Somerset
mountainville,NY,NULL
mccordsville,IN,Hendricks县
bolton landing,NY,Warren
grant,MN,Kittson
whitinsville,MA,Worcester
lakewood,NJ,Ocean
alamo,MI,Kalamazoo
waretown,NJ,Ocean
"pomona, in galloway twp., n.j.",NJ,Atlantic
"oceanville, in galloway twp., n.j.",NJ,Atlantic
arroyo grande,CA,San Luis Obispo
east grand rapids,MI,Kent
"west point ,new york",NY,NULL
denton,NE,LANCASTER
sterling heights,MI,Macomb
bala cynwyd,PA,Montgomery
oceanville,NJ,Oceanville is located in Atlantic
long island,NY,Suffolk
broxz,NY,Delaware
waxhaw,NC,Union
little falls,MN,Morrison
sioux falls,SD,Minnehaha
cromwell,CT,Middlesex
ellenvile,NY,Ulster
montclair,NJ,Essex
marble falls,TX,Burnet
chamberlain,SD,Brule
forestburg,TX,Montague
new carlisle,IN,St. Joseph
bemidji,MN,Beltrami
patchogue,NY,Suffolk
cantonment,FL,Escambia
taylor,MI,Wayne
gilbert,SC,Lexington
croton on hudson,NY,Westchester
"fair oaks ranch,",TX,Kendall
jonesboro,AR,Craighead
brownsburg,IN,Hendricks
grosse pointe,MI,Wayne
st. michael,MN,Wright
ellicottville,NY,Cattaraugus
new providence,NJ,Union
keene,NH,Cheshire
needham,MA,Norfolk
west lake hills,TX,Travis
picture rocks,PA,Allegheny
bloomfield,NJ,Essex
riverhead,NY,Suffolk
warwick,NY,Orange
lewes,DE,Sussex
volente (near austin),TX,Travis
keller,TX,Tarrant
plano,TX,Collin
mechanicsville,VA,Hanover
jefferson city,MO,Cole
pine point,ME,Cumberland
hartley,IA,O'Brien
emerson,NJ,Bergen
murphy,NC,Cherokee
hamden,NY,Delaware
crozet,VA,Albemarle
quakertown,PA,Bucks
primghar,IA,O'Brien
cortland,NY,Cortland
laguna beach,FL,NULL
edinburg,TX,Hidalgo
broomfield,CO,Broomfield
cedar park,TX,Williamson
osceola,WI,Polk
grayson,LA,Caldwell
bath,ME,Sagadahoc
fredon township,NJ,Sussex
norwalk,CT,Fairfield
bella vista,AR,Benton
kalona,IA,Washington
roland,OK,Sequoyah
deland,FL,Volusia县
jacksboro,TX,Jack
seymour,TX,Baylor
boston,MA,Suffolk
caddo mills,TX,Hunt
bay city state park,MI,Bay
ipswich,MA,Essex
charlotte,VT,Chittenden
killeen,TX,Bell
ennis,TX,Ellis
brooklyn,NY,Kings
mathis,TX,San Patricio
burlington,WI,Racine
conyers,GA,Rockdale
darien,IL,DuPage
byram township,NJ,Sussex
blanchard,OK,McClain
green bay,WI,Brown
saint michaels,MD,Talbot
tangier island,VA,Accomack
gray court,SC,Laurens
kehma,TX,Galveston
chalk mountain,TX,Erath
greenfield,MA,Franklin
elmwood park,NJ,Bergen
byron,GA,Peach
granbury,TX,NULL
seguin,TX,Guadalupe
ithaca,NY,Tompkins
harrisburg,PA,Dauphin
falls lake state recreation area,NC,NULL
rehoboth beach,DE,Sussex
west valley,NY,Cattaraugus
long beach twp,NJ,Ocean
columbia,SC,Richland
navarre beach,FL,Santa Rosa
carrollton,TX,Denton
cleveland,GA,White
tucson,AZ,Pima
lakeway,TX,Travis
ft. worth,TX,Tarrant
cedar hill,TX,Dallas
cold spring,MN,Stearns
cheshire,CT,New Haven
prairie city,IA,Jasper
jonesboro (henry county),GA,Henry
st. paul,MN,Ramsey
eglin air force base,FL,Okaloosa
miramar beach,FL,Wakulla
frisco,TX,Denton
mechanicville,NY,Saratoga
south riding,VA,Loudoun
melrose,MA,Middlesex
lincroft,NJ,Monmouth
san clemente,CA,Orange
mcclure,PA,Snyder
new york city,NY,New York
north east,MD,Cecil
new york,NY,NULL
montgomery,TX,Montgomery
narragansett,RI,Washington
elk neck state park,MD,Cecil
seagrove beach,FL,Walton
paradise,TX,Wise
bryson city,NC,Swain
memphis,TN,Shelby
euless,TX,Tarrant
toccoa,GA,Stephens
london,AR,Benton
dublin,PA,Bucks
hendersonville,NC,Henderson
denison,TX,Grayson
calera,AL,Shelby
grand junction,CO,Mesa
corinth,MS,Alcorn
channahon,IL,Will
candler,NC,Buncombe
selma,AL,Dallas
ball ground,GA,Cherokee
west allis,WI,Milwaukee
bald head island,NC,Brunswick
spraggs,PA,Greene
aubrey,TX,Denton
breckenridge,TX,Stephens
clifton park,NY,Saratoga
"desert botanical garden, phoenix",AZ,Maricopa
greensboro,NC,Guilford
byron,MN,Olmsted
lemont,IL,Cook
lamar,AR,Johnson
jackson,KY,Breathitt
greer,SC,Greenville
water valley,TX,Tom Green
north perry,OH,Lake
harleysville,PA,Montgomery
eastlake,OH,Lake
rogers,AR,Benton
muskegon,MI,Muskegon
springfield,MO,Greene
st. clair shores,MI,Macomb
fort dodge,IA,Webster
delancey,NY,Delaware
marietta,NY,Onondaga
north tonanwanda,NY,Niagara
marne,MI,Ottawa
bridgewater,MA,Plymouth
hutchinson,KS,Reno
richmondville,NY,Schoharie
jersey village,TX,Harris
bloomingdale,NJ,Passaic
dickens,TX,Dickens
kingston,NY,Ulster
fort scott,KS,Bourbon
wayne,PA,Delaware
charlottesville,VA,Albemarle
allen,TX,Collin
fairport,NY,Monroe
keysville,VA,Charlotte
laramie,WY,Albany
canandaigua,NY,Ontario
huntington,WV,Wayne
lebanon,PA,Lebanon
elon,NC,Alamance
edisto beach,SC,Colleton
grants pass,OR,Josephine
sacramento,CA,Sacramento
olathe,KS,Johnson
"asu polytech campus, mesa",AZ,Maricopa
"rio salado restoration habitat, pho",AZ,Maricopa
carrizo springs,TX,Dimmit
lutz,FL,Hillsborough
ponca city,OK,Kay
highland,IL,Madison
pendleton,NY,Niagara
eldora,IA,Hardin
astoria,NY,Queens
rochester,MN,Olmsted
westchester,NY,Westchester
eagan,MN,Dakota
prettyboy reservoir,MD,Baltimore
humbird,WI,Clark
roscoe,NY,Sullivan
winona,MN,Winona
essex,VT,Chittenden
danville,PA,Montour
the colony,TX,Denton
"marble falls, tx",TX,Burnet
newton,NJ,Sussex
schuylkill haven,PA,Schuylkill
madison,WI,Dane
berryville,VA,Clarke
monterey park,CA,Los Angeles
carmel,NY,Putnam
stillwater,OK,Payne
wilmington,IL,Will
brevard,NC,Transylvania
danville,IL,Vermilion
marlboro,NY,Ulster
lafayette,LA,Lafayette
hackensack,MN,Cass
dearborn,MI,Wayne
redding,CT,Fairfield
etowah,NC,Henderson
ft. leavenworth,KS,Leavenworth
baltimore,MD,Baltimore
rutland,MA,Worcester
broadlands,VA,Loudoun
boise,ID,Ada
lenexa,KS,Johnson
tuttle,OK,Grady
fairfield,IA,Jefferson
"mcclintock & salt river, tempe",AZ,Maricopa
macedon,NY,Wayne
allentown,PA,Lehigh
fishers,IN,Hamilton
marion,KY,Crittenden
saugerties,NY,Ulster
amarillo,TX,Potter
salisbury,CT,Litchfield
chesterfield,MA,Hampshire
newtown square,PA,Delaware
elizabethtown,KY,Hardin
swannanoa,NC,Buncombe
harpers ferry,VA,Jefferson
wyncote,PA,Montgomery
charleston,WV,Kanawha
chambersburg,PA,Franklin
tipton,IN,Tipton
bluffton,SC,Beaufort
union,KY,Boone
blowing rock,NC,Watauga
new paltz,NY,Ulster
south bend,IN,St. Joseph
kenmore,NY,Erie
ellettsville,IN,Monroe
beaver falls,PA,Beaver
ridgefield,CT,Fairfield
scottsdale,AZ,Maricopa
kaiser,MO,Miller
cub run,KY,Hart
rock port,MO,Atchison
gleason,WI,Lincoln
alexander,NC,Buncombe
marshfield,MO,Webster
pottsville,AR,Pope
east lansing,MI,Ingham
hartsville,TN,Trousdale
little silver,NJ,Monmouth
"oklahoma city, ok",OK,Oklahoma
fort polk,LA,Vernon
saugatuck,MI,Allegan
loudonville,NY,Albany
new brighton,PA,Beaver
connersville,IN,Fayette
south haven,MI,Van Buren
waynesville,MO,Pulaski
woodlawn,VA,Carroll
canelo marsh,AZ,Santa Cruz
south saint paul,MN,Dakota
terrell,TX,Kaufman
monroe,VA,Amherst
willow springs,MO,Howell
old bridge,NJ,Middlesex
manalapan,NJ,Monmouth
dothan,AL,Houston
wauwatosa,WI,Milwaukee
hardy,VA,Franklin
ringoes,NJ,Hunterdon
scott city,KS,Scott
st joseph,MI,Berrien
hinesville,GA,Liberty
hanover,OH,Licking
st michaels,MD,Talbot
vicksburg,MI,Kalamazoo
milton,CT,New Haven
larchmont,NY,Westchester
lancaster,SC,Lancaster
alpine,TX,Brewster
morgantown,IN,Brown
bluffton,OH,Allen
woodbine,GA,Camden
trafalgar,IN,Johnson
lansing,IL,Cook
independence,KS,Montgomery
parksley,VA,Accomack
hendersonville,TN,Sumner
mesquite wash,AZ,Maricopa
ft. leonard wood,MO,Pulaski
"kismet, fire island",NY,Suffolk
lakeville,NY,Livingston
moravian falls,NC,Wilkes
trumbull,CT,Fairfield
triangle,VA,Prince William
belle,MO,Maries
herndon,VA,Fairfax
kirksville,MO,Adair
macon,MO,Macon
columbia,MO,Boone
atchison,KS,Atchison
waynesville,NC,Haywood
levittown,NY,Nassau
greenbush,MI,Alcona
wautoma,WI,Waushara
weschester,NY,Westchester
napoleon,OH,Henry
mullica hill,NJ,Gloucester
newnan,GA,Coweta
"queens, new york city",NY,Queens
pontiac,MI,Oakland
lubec,ME,Washington
canyon city,CO,NULL
erie,PA,Erie
raytown,MO,Jackson
sound beach,NY,Suffolk
mosinee,WI,Marathon
delran,NJ,Burlington
la grange,KY,Oldham
richland springs,TX,San Saba
south salem,NY,Westchester
altus,OK,Jackson
heislerville,NJ,Cumberland
honeoye falls,NY,Monroe
cuba,MO,Crawford
endicott,NY,Broome
maine,NY,Broome
oxford,NY,Chenango
gypsum,KS,Ellsworth
trumansburg,NY,Tompkins
south burlington,VT,Chittenden
congaree national park,SC,Richland
barbourville,KY,Knox
champion,MI,Marquette
southfield,MI,Oakland
columbia,MD,Howard
riner,VA,Montgomery
wellfleet,MA,Barnstable
hassayampa preserve,AZ,Maricopa
plant city,FL,Hillsborough
new smyrna beach,FL,Volusia
shelburne,VT,Chittenden
de pere,WI,Brown
kress,TX,Swisher
oxford,OH,Butler
wilson,TX,Lynn
weaverville,NC,Buncombe
alexandria bay,NY,Jefferson
fineview,NY,Jefferson
carnegie,PA,Allegheny
springfield,IL,Sangamon
troy,MI,Oakland
middlfield,CT,Middlesex
wildwood crest,NJ,Cape May
clinton,NC,Sampson
suffolk,VA,"Suffolk, VA is located in the"
lake view,NY,Erie
watertown,MA,Middlesex
new bloomfield,PA,Perry
aberdeen,SD,Brown
russell,PA,Warren
princeton,MA,Worcester
duluth,GA,Gwinnett
margate,NJ,Atlantic
new windsor,NY,Orange
nottingham,PA,Chester
taylorville,IL,Christian
tarboro,NC,Edgecombe
kilgore,TX,Gregg
akron,OH,Summit
clear lake,IA,Cerro Gordo
richmond,VA,Henrico
long neck,DE,Sussex
bowling green,KY,Warren
falmouth,VA,Stafford
goodman,MO,McDonald
lykens,PA,Dauphin
west olive,MI,Ottawa
jackson,MI,Jackson
seaside heights,NJ,Ocean
brigantine,NJ,Atlantic
morgan city,LA,St. Mary Parish
oakwood,GA,Hall
nags head,NC,Dare
bullhead city,AZ,Mohave
syracuse,NY,Onondaga
clayton,NY,Jefferson
appleton,WI,Outagamie
wantage,NJ,Sussex
lagrange,KY,Oldham
fairfax station,VA,Fairfax
brandon,SD,Minnehaha
beaver,OH,Pike
cottonwood,AZ,Yavapai
leavenworth,KS,Leavenworth
columbia,LA,Caldwell
suches,GA,Union
sailors haven,NY,Suffolk
"dale hollow lake, tn",TN,Pickett
souderton,PA,Montgomery
ft. montgomery,NY,Orange
long beach,NY,Nassau
vincentown,NJ,Burlington
pine ridge,SD,Shannon
wantagh,NY,Nassau
madelia,MN,Watonwan
lewisburg,PA,Union
shafter,TX,Presidio
hammond,IN,Lake
penrose,NC,Transylvania
sheboygan,WI,Sheboygan
oak lawn,IL,Cook
athens,GA,Clarke
norristown,PA,Montgomery
lancaster,OH,Fairfield
coldwater,KS,Comanche
new haven,CT,New Haven
manchester,GA,Meriwether
saint louis,MO,St. Louis City
burton,OH,Geauga
east amherst,NY,Erie
lewistown,MO,Ralls
medina,OH,Medina
justice,IL,Cook
ypsilanti,MI,Washtenaw
mount pleasant,MI,Isabella
stratford,CT,Fairfield
wadsworth,OH,Medina
casco,MI,St. Clair
bolivia,NC,Brunswick
glenview,IL,Cook
carlisle,PA,Cumberland
clinton,IA,Clinton
alliance,OH,Stark
lancaster,NY,Erie
clive,IA,Polk
burton,WV,Roane
lee's summit,MO,Jackson
seven springs,AZ,Gila
philadelphia,PA,Philadelphia
presto,PA,Allegheny
kerrville,TX,Kerr
smith pont,NY,Bronx
hilton head,SC,Beaufort
leonardo,NJ,Monmouth
montauk,NY,Suffolk
wilmington,DE,New Castle
west  point,NY,Orange
hugo,MN,Washington
isle au haut,ME,Knox
oak park,IL,Cook
stittville,NY,Oneida
willowbrook,IL,DuPage
newburyport,MA,Essex
dubuque,IA,Dubuque
hamilton,AL,Marion
conesville,OH,Coshocton
onalaska,WI,La Crosse
petersburg,MI,Monroe
webster,NY,Monroe
so. wellfleet,MA,Barnstable
provincetown,MA,Barnstable
no. eastham,MA,Barnstable
new lenox,IL,Will
redford twp,MI,Wayne
new hartford,CT,Hartford
norfolk,VA,NULL
maineville,OH,Warren
bettendorf,IA,Scott
oneida,IL,Knox
south portland,ME,Cumberland
robbinsville,NJ,Mercer
pierce,NE,Pierce
great falls,VA,Fairfax
manitowoc,WI,Manitowoc
louisa,KY,Lawrence
golden valley,MN,Hennepin
cusseta,AL,Chattahoochee
overbrook,KS,Osage
woodhaven,MI,Wayne
frederic,WI,Polk
robesonia,PA,Berks
ventnor,NJ,Atlantic
bronx,NY,Bronx
columbus,NC,Polk
galesburg,IL,Knox
bastrop,LA,Morehouse
brownfield,TX,Terry
fort davis,TX,Jeff Davis
beaverton,MI,Gladwin
eastpointe,MI,Macomb
chillicothe,MO,Livingston
state college,PA,Centre
river forest,IL,Cook
packwood,IA,NULL
saratoga springs,NY,Saratoga
selinsgrove,PA,Snyder
caledonia,IL,Winnebago
mchenry,IL,McHenry
downers grove,IL,DuPage
grafton,WI,Ozaukee
watkinsville,GA,Oconee
clifford,ND,Traill
wilmington,VT,Windham
"live oak, florida",FL,Suwannee
gray summit,MO,Franklin
crozier,VA,Goochland
ann arbor,MI,Washtenaw
hubbard,IA,Hardin
"highlands, n.j.",NJ,Monmouth
zionsville,IN,Boone
fenton,MO,St. Louis
luthersville,GA,Meriwether
phoenixville,PA,Chester
san marcos,TX,Hays
louisa,VA,Louisa
mullett lake,MI,Cheboygan
south park,PA,Allegheny
lake forest,IL,Lake
west wyoming,PA,Luzerne
amityville,NY,Suffolk
freeburg,PA,Snyder
burlington,CT,NULL
bernice,OK,Delaware
de berry,TX,Panola
gahanna,OH,Franklin
eastham,MA,Barnstable
manilla,IA,Crawford
shalimar,FL,Okaloosa
mcgraw,NY,Cortland
eastman,WI,Crawford
danville,VA,Pittsylvania
olivette,MO,St. Louis
marengo,IA,Iowa
bristol,VT,Addison
cartersville,GA,Bartow
bark river,MI,Delta
hackettstown,NJ,Warren
michigan city,IN,LaPorte
caro,MI,Tuscola
bergheim,TX,Kendall
canon city,CO,Fremont
moorestown,NJ,Burlington
henniker,NH,Merrimack
birmingham,MI,Oakland
lake jean area,PA,Sullivan
winchendon,MA,Worcester
bellaire,MI,Antrim
pryor,OK,Mayes
grand haven,MI,Ottawa
mountain brook,AL,Jefferson
reagan wells,TX,Uvalde
lincoln,VT,Addison
starksboro,VT,Addison
barboursville,WV,Cabell
assateague island,MD,Worcester
la mesa,CA,San Diego
rockport,MA,Essex
st.  mary's,MD,St. Mary's
q ranch,AZ,Pinal
jenison,MI,Ottawa
landisburg,PA,Perry
brownsville,VT,Windsor
saint michael,MN,Wright
taylorsville,GA,Bartow
floresville,TX,Wilson
altoona,IA,Polk
glengary,WV,Berkeley
mineral wells,TX,Palo Pinto
guilford,VT,Windham
saint bonifacius,MN,Hennepin
harbert,MI,Berrien
sabinal,TX,Uvalde
lincon,VT,Addison
willmar,MN,Kandiyohi
londonderry,VT,Windham
citronelle,AL,Mobile
swansboro,NC,Onslow
texas presidio,TX,Brewster
kent,CT,Litchfield
fleming island,FL,Clay
new auburn,WI,Chippewa
coventry,RI,Kent
westtown,PA,Chester
limestone,TN,Washington
st louis,MO,St. Louis
salina,KS,Saline
stanfield,NC,Stanly
woodward,OK,Woodward
snellville,GA,Gwinnett
fenwick,MI,Lapeer
north little rock,AR,Pulaski
baldwinsville,NY,Onondaga
gorham,NH,Coos
gilmer,TX,Upshur
hauppauge,NY,Suffolk
monkton,VT,NULL
petaluma,CA,Sonoma
mackinac island,MI,Mackinac Island is located in MACK
copiague,NY,Suffolk
lafayette,NJ,Sussex
kingsford,MI,Dickinson
jean lafitte,LA,Jefferson
saint albans,VT,Franklin
desert botanical garden in phoenix,AZ,Maricopa
westmont,IL,Dupage
walnutport,PA,Northampton
sugar hill,NH,Grafton
grand island,NY,Erie
norfolk,NE,Madison
stevens point,WI,Portage
grenada,MS,Grenada
oxford,MI,Oakland
buffalo center,IA,Winnebago
schnecksville,PA,Lehigh
doylestown,PA,Bucks
chassell,MI,Houghton
camillus,NY,Onondaga
waverly,OH,Pike
sauk centre,MN,Stearns
summit,NJ,Union
covington,GA,Newton
sylvester,TX,Fisher
warm springs,GA,Meriwether
sea isle city,NJ,Cape May
conway,AR,Faulkner
morrilton,AR,Conway
valley head,AL,DEKALB
gillett,PA,Bradford
magnolia,MS,Pike
earlville,IL,LaSalle
crimora,VA,Augusta
boyds,MD,Montgomery
"sidney, il",IL,Champaign
nekoosa,WI,Wood
white bear lake,MN,Ramsey
"lincolnton, nc",NC,Lincoln
lafayette,NY,Onondaga
west fargo,ND,Cass
billingsley,AL,Autauga
st johns,FL,St. Johns
falmouth,KY,Pendleton
fairlawn,VA,NULL
shawano,WI,Shawano
decatur,IL,Macon
manassas,VA,Prince William
east meredith,NY,Delaware
avon,OH,Lorain
morris,MN,Stevens
waupun,WI,Dodge
portsmouth,OH,Scioto
clifton,TX,Bosque
botkins,OH,Shelby
johnson creek,WI,Jefferson
sylva,NC,Jackson
marietta,GA,Cobb
hammond,LA,Tangipahoa
biloxi,MS,Harrison
douglasville,GA,NULL
bay village,OH,Cuyahoga
hawarden,IA,Sioux
staten island,NY,Richmond
fort mill,SC,York
rosebush,MI,Isabella县
bloomington,IL,McLean
fire island,NY,Suffolk
lansing,KS,Leavenworth
irons mi,MI,Lake
east hampton,NY,Suffolk
afton,VA,NULL
sylvania,OH,Lucas
dauphin,PA,Dauphin
hartland,MI,Livingston
two rivers,WI,Manitowoc
dalton,GA,Whitfield
king george,VA,King George
wentzville,MO,St. Charles
paducah,TX,Cottle
burke,VA,Fairfax
chesapeake,VA,NULL
spring city,PA,Chester
champaign,IL,Champaign
bahama,NC,Durham
mecklenburg county,NC,Mecklenburg
harbor beach,MI,Huron
fergus falls,MN,Otter Tail
lyons,NE,Burt
heafford junction,WI,Lincoln
putnam valley,NY,Putnam
new market,AL,Madison
sidney,IL,Champaign
purcell,OK,Mcclain
apple valley,MN,Dakota
coleman,TX,Coleman is located in COLEMAN
wyoming,NE,NULL
oakboro,NC,Stanly
madison,OH,Lake
wausau,WI,Marathon
manahawkin,NJ,Ocean
medford,NJ,Burlington
saybrook,IL,NULL
alpena,MI,Alpena is located in ALPENA
grosse pointe shores,MI,Wayne
monticello,KY,Wayne
new hampton,NY,Sullivan
mulvane,KS,Sumner
edina,MN,Hennepin
anderson,IN,Madison
millersville,PA,Lancaster
ware neck,VA,Gloucester
fairview heights,IL,NULL
fort smith,AR,Sebastian
spring city,TN,Rhea
whitmore lake,MI,Washtenaw
padua,MN,Morrison
saint james,MO,Phelps
colton,NY,Jefferson
marathon,NY,Cortland
spartanburg,SC,Spartanburg
custer,SD,Custer
ashland,KY,Boyd
erie,MI,Monroe
dunwoody,GA,DeKalb
hartselle,AL,Morgan
otego,NY,Otsego
lajunta,CO,Otero
brooklyn,OH,Cuyahoga
saint joseph,MI,Berrien
copeland,KS,Gray
bangor,PA,Northampton
larimer,PA,Westmoreland
roswell,GA,Fulton
mauldin,SC,Greenville
laguna beach,CA,Orange
currie,NC,Pender
new hartford,NY,Oneida
columbia,SD,Brown
cedar,MN,Anoka
huntersville,NC,Mecklenburg县
park ridge,IL,Cook
garden city,KS,Finney
high point,NC,Guilford
fayetteville,NC,Cumberland
johnstown,NY,Fulton
canton,GA,Cherokee
avon,CT,Hartford
east stroudsburg,PA,Monroe
mount vernon,KY,Rockcastle
tully,NY,Onondaga
guilford county,NC,Guilford
rougemont,NC,Durham
horry county,SC,Horry
point pleasant boro,NJ,Ocean
fenton (hartland township),MI,Livingston
glyndon,MN,Clay
hanover,NH,Grafton
pinnacle,NC,Surry
adamstown,MD,Frederick
concord,NH,Merrimack
clarksville,TN,Montgomery
mt. vernon,TX,Franklin
harrisville,NH,Cheshire
twinsburg,OH,Summit
wells,ME,York
hillman,MI,Montmorency
centerburg,OH,Knox
mount greylock,MA,Berkshire
new castle,NH,Rockingham
equinunk,PA,Wayne
ellicott  city,MD,Howard
asbury,WV,Greenbrier
hickory corners,MI,Barry
henderson harbor,NY,Jefferson
franklin lakes,NJ,Bergen
ft. collins,CO,Larimer
manhattan,NY,New York
new bern,NC,Craven
fairview,TX,Collin
lutherville,MD,Baltimore
zanesville,OH,Muskingum
cannon falls,MN,Goodhue
rockwood,PA,Somerset
hillsdale,NJ,Bergen
minot,ND,Ward
calhoun,MO,Henry
providence,RI,Providence
new egypt,NJ,Ocean
city of cape may,NJ,Cape May
poland,OH,Mahoning
"washington, d.c.",MD,WASHINGTON
coopersburg,PA,Lehigh
millerton,NY,Dutchess
auburn,NY,Cayuga
canyon,TX,Randall
hope,ME,Knox
sidney,OH,Shelby
milwaukee county grounds,WI,Milwaukee
douglas county state wildlife area,WI,Douglas
albuquerque,NM,Bernalillo
newburgh,IN,Warrick
woodridge,IL,DuPage
fort lauderdale,FL,Broward
lees summit,MO,Jackson
deer lodge,TN,Morgan
ontario,NY,Wayne
dixon,CA,Solano
west bend,WI,Washington
navarino wildlife area,WI,Shawano
menomonie,WI,Dunn
marion,IN,Grant
san francisco,CA,San Francisco
central city,PA,Centre
bedford,NY,Westchester
crivitz,WI,Marinette
chester,CT,Middlesex
kirkwood,MO,St. Louis
hindsville,AR,Madison
stoddard,WI,Vernon
dinuba,CA,Tulare
edinburg,VA,Shenandoah
rocky river,OH,Cuyahoga
saluda,NC,Polk
new milford,CT,NULL
lake norman,NC,Iredell
wilton,CT,Fairfield
york,ND,Benson
grand river marsh,WI,Green Lake
palmdale west/quartz hill,CA,Los Angeles
cabins,WV,Grant
lebec,CA,Kern
logan,UT,Cache
elkton,MD,Cecil
perry,NY,Wyoming
tallmansville,WV,Upshur
roosevelt,NJ,Middlesex
medina,TX,Bandera
topsail beach,NC,Pender
verona,WI,Dane
colbert,GA,Madison
cynthiana,KY,Harrison
stockton springs,ME,Waldo
carteret county,NC,Carteret
davis,CA,Yolo
arivaca cienega,AZ,Pima
buffalo park,AZ,Coconino
glendale,NY,Queens
fairfax,VA,Fairfax
new tripoli,PA,Lehigh
west springfield,MA,Hampden
sag harbor,NY,Suffolk
camden,ME,Knox
warren,ME,Knox
diller,NE,Jefferson
orono,MN,Hennepin
saranac lake,NY,Franklin
huntington station,NY,Suffolk
laporte,IN,LaPorte
port jefferson station,NY,Suffolk
winfield,MO,Lincoln
winchester,VA,Frederick
graham,TX,Young
monhegan island,ME,Knox
montour falls,NY,Schuyler
bog hole,AZ,NULL
concord,MA,Middlesex
canelo,AZ,Santa Cruz
dover,DE,null
sipe white mountain nature center,AZ,Navajo
wenima wildlife area,AZ,Apache
silver creek,AZ,NULL
ruidoso,NM,Lincoln
sidney,ME,Kennebec
spring valley,WI,Pierce
questa,NM,Taos
coram,NY,Suffolk
edgecomb,ME,Lincoln
fort edgecomb state park,ME,Lincoln
buena park,CA,Orange
radium springs,NM,Dona Ana
keauhou bay,HI,Hawaii
thonotosassa,FL,Hillsborough
delray beach,FL,Palm Beach
lamar,TX,Jasper
north padre island,TX,Nueces
isle of palms,SC,Charleston
leesburg,FL,Lake
fairhope,AL,Baldwin
useppa island,FL,Lee
tustin,CA,Orange
bay minette,AL,Baldwin
west palm beach,FL,Palm Beach
hermosa beach,CA,Los Angeles
pacific palisades,CA,Los Angeles
san leon,TX,Galveston
